|Circuit # | Qubits| Depth |  CX  |  U3  | Ent. Ratio | X  | Y  | Z  | H  |  RX |  RY |  RZ | S  | T  | Total Gates |Diversity | CX/Qubit | Width/Depth | CX/U3  | 1Q Ratio| Best Simulator |
|   7340 |   7   |   27  |  3   |  11  |    0.11    | 5  | 3  | 9  | 4  |  2  |  9  |  11 | 4  | 6  |      91     |    15    |   0.43   |     0.26    |  0.25  |   0.70  |ibmq_sherbrooke |
|   7341 |   9   |   13  |  4   |  0   |    0.31    | 4  | 7  | 4  | 4  |  3  |  1  |  1  | 5  | 3  |      55     |    14    |   0.44   |     0.69    |  4.00  |   0.58  |  ibmq_sydney   |
|   7342 |   7   |   35  |  10  |  9   |    0.29    | 11 | 16 | 7  | 7  |  11 |  11 |  9  | 11 | 11 |     140     |    15    |   1.43   |     0.20    |  1.00  |   0.74  |  ibmq_quebec   |
|   7343 |   6   |   26  |  5   |  7   |    0.19    | 9  | 6  | 10 | 10 |  3  |  5  |  3  | 6  | 6  |      93     |    15    |   0.83   |     0.23    |  0.62  |   0.70  |ibmq_sherbrooke |
|   7344 |   4   |   29  |  7   |  2   |    0.24    | 5  | 4  | 5  | 4  |  4  |  6  |  5  | 3  | 4  |      66     |    15    |   1.75   |     0.14    |  2.33  |   0.64  | ibmq_marrakesh |
|   7345 |   4   |   17  |  1   |  1   |    0.06    | 3  | 0  | 0  | 2  |  6  |  1  |  3  | 6  | 7  |      42     |    13    |   0.25   |     0.24    |  0.50  |   0.69  |ibmq_sherbrooke |
|   7346 |   5   |   22  |  5   |  5   |    0.23    | 4  | 4  | 9  | 5  |  6  |  4  |  2  | 2  | 8  |      70     |    15    |   1.00   |     0.23    |  0.83  |   0.70  |ibmq_sherbrooke |
|   7347 |   4   |   42  |  8   |  4   |    0.19    | 6  | 9  | 7  | 8  |  8  |  5  |  10 | 4  | 10 |     100     |    15    |   2.00   |     0.10    |  1.60  |   0.71  | ibmq_singapore |
|   7348 |   11  |   41  |  15  |  17  |    0.37    | 20 | 21 | 17 | 19 |  14 |  17 |  19 | 13 | 12 |     231     |    15    |   1.36   |     0.27    |  0.83  |   0.73  |  ibmq_quebec   |
|   7349 |   8   |   40  |  11  |  15  |    0.28    | 13 | 11 | 8  | 11 |  11 |  5  |  13 | 5  | 9  |     146     |    15    |   1.38   |     0.20    |  0.69  |   0.69  |ibmq_sherbrooke |
|   7350 |   11  |   34  |  8   |  17  |    0.24    | 14 | 16 | 15 | 16 |  14 |  14 |  8  | 14 | 9  |     186     |    15    |   0.73   |     0.32    |  0.44  |   0.74  |  ibmq_sydney   |
|   7351 |   6   |   17  |  4   |  4   |    0.24    | 5  | 5  | 1  | 4  |  5  |  2  |  4  | 1  | 2  |      53     |    15    |   0.67   |     0.35    |  0.80  |   0.62  | ibmq_singapore |
|   7352 |   9   |   18  |  2   |  8   |    0.11    | 6  | 5  | 8  | 8  |  14 |  9  |  6  | 14 | 6  |     110     |    15    |   0.22   |     0.50    |  0.22  |   0.76  |  ibmq_prague   |
|   7353 |   8   |   19  |  11  |  6   |    0.58    | 4  | 1  | 2  | 4  |  4  |  6  |  7  | 3  | 5  |      68     |    15    |   1.38   |     0.42    |  1.57  |   0.62  |  ibmq_prague   |
|   7354 |   8   |   44  |  13  |  10  |    0.30    | 7  | 14 | 17 | 7  |  5  |  12 |  14 | 16 | 11 |     169     |    15    |   1.62   |     0.18    |  1.18  |   0.67  | ibmq_marrakesh |
|   7355 |   10  |   11  |  3   |  2   |    0.27    | 6  | 3  | 4  | 4  |  1  |  3  |  3  | 3  | 4  |      56     |    15    |   0.30   |     0.91    |  1.00  |   0.59  |ibmq_sherbrooke |
|   7356 |   4   |   42  |  9   |  7   |    0.21    | 6  | 7  | 3  | 9  |  11 |  2  |  5  | 10 | 5  |      96     |    15    |   2.25   |     0.10    |  1.12  |   0.68  | ibmq_marrakesh |
|   7357 |   7   |   27  |  5   |  4   |    0.19    | 7  | 8  | 7  | 8  |  7  |  9  |  11 | 9  | 13 |     115     |    15    |   0.71   |     0.26    |  1.00  |   0.72  |  ibmq_prague   |
|   7358 |   5   |   36  |  4   |  6   |    0.11    | 8  | 8  | 9  | 3  |  8  |  7  |  5  | 14 | 4  |     103     |    15    |   0.80   |     0.14    |  0.57  |   0.70  |ibmq_washington |
|   7359 |   6   |   21  |  5   |  5   |    0.24    | 1  | 5  | 5  | 3  |  4  |  7  |  5  | 2  | 2  |      60     |    15    |   0.83   |     0.29    |  0.83  |   0.65  | ibmq_manhattan |
|   7360 |   5   |   44  |  11  |  9   |    0.25    | 3  | 8  | 8  | 6  |  10 |  7  |  6  | 11 | 9  |     110     |    15    |   2.20   |     0.11    |  1.10  |   0.70  | ibmq_marrakesh |
|   7361 |   6   |   16  |  5   |  8   |    0.31    | 2  | 2  | 8  | 4  |  3  |  7  |  4  | 4  | 1  |      60     |    15    |   0.83   |     0.38    |  0.56  |   0.72  |  ibmq_mumbai   |
|   7362 |   6   |   13  |  3   |  4   |    0.23    | 3  | 3  | 2  | 1  |  6  |  7  |  2  | 3  | 0  |      48     |    14    |   0.50   |     0.46    |  0.60  |   0.65  |  ibmq_prague   |
|   7363 |   6   |   12  |  4   |  2   |    0.33    | 1  | 5  | 2  | 1  |  1  |  4  |  5  | 1  | 4  |      42     |    15    |   0.67   |     0.50    |  1.33  |   0.62  | ibmq_manhattan |
|   7364 |   4   |   32  |  4   |  3   |    0.12    | 8  | 5  | 2  | 8  |  6  |  4  |  6  | 3  | 3  |      73     |    15    |   1.00   |     0.12    |  1.00  |   0.66  | ibmq_marrakesh |
|   7365 |   7   |   28  |  6   |  7   |    0.21    | 7  | 6  | 7  | 2  |  5  |  11 |  9  | 6  | 7  |      98     |    15    |   0.86   |     0.25    |  0.75  |   0.68  |  ibmq_prague   |
|   7366 |   9   |   18  |  6   |  2   |    0.33    | 0  | 4  | 5  | 8  |  3  |  5  |  7  | 7  | 5  |      72     |    14    |   0.67   |     0.50    |  2.00  |   0.64  | ibmq_singapore |
|   7367 |   4   |   24  |  2   |  2   |    0.08    | 4  | 5  | 5  | 4  |  5  |  3  |  3  | 4  | 3  |      57     |    15    |   0.50   |     0.17    |  0.67  |   0.67  | ibmq_marrakesh |
|   7368 |   6   |   49  |  15  |  16  |    0.31    | 12 | 11 | 11 | 15 |  7  |  9  |  7  | 8  | 12 |     158     |    15    |   2.50   |     0.12    |  0.88  |   0.68  | ibmq_peekskill |
|   7369 |   7   |   38  |  9   |  4   |    0.24    | 10 | 14 | 9  | 5  |  7  |  13 |  3  | 16 | 8  |     131     |    15    |   1.29   |     0.18    |  1.80  |   0.68  |  ibmq_quebec   |
|   7370 |   7   |   15  |  6   |  4   |    0.40    | 8  | 4  | 5  | 3  |  5  |  2  |  9  | 4  | 2  |      64     |    15    |   0.86   |     0.47    |  1.20  |   0.72  |  ibmq_prague   |
|   7371 |   6   |   17  |  5   |  1   |    0.29    | 4  | 3  | 0  | 8  |  0  |  3  |  1  | 1  | 8  |      49     |    13    |   0.83   |     0.35    |  2.50  |   0.59  |  ibmq_quebec   |
|   7372 |   9   |   36  |  7   |  8   |    0.19    | 9  | 10 | 16 | 15 |  15 |  9  |  19 | 15 | 10 |     171     |    15    |   0.78   |     0.25    |  0.78  |   0.74  |  ibmq_prague   |
|   7373 |   6   |   19  |  4   |  7   |    0.21    | 2  | 2  | 4  | 6  |  4  |  6  |  1  | 2  | 5  |      60     |    15    |   0.67   |     0.32    |  0.50  |   0.65  |  ibmq_prague   |
|   7374 |   9   |   44  |  15  |  12  |    0.34    | 12 | 16 | 14 | 17 |  15 |  12 |  17 | 15 | 9  |     194     |    15    |   1.67   |     0.20    |  1.15  |   0.72  |  ibmq_quebec   |
|   7375 |   8   |   50  |  18  |  16  |    0.36    | 16 | 19 | 20 | 16 |  11 |  11 |  12 | 12 | 18 |     208     |    15    |   2.25   |     0.16    |  1.06  |   0.73  |  ibmq_prague   |
|   7376 |   7   |   31  |  8   |  9   |    0.26    | 12 | 14 | 8  | 8  |  9  |  8  |  13 | 8  | 11 |     132     |    15    |   1.14   |     0.23    |  0.80  |   0.76  | ibmq_melbourne |
|   7377 |   10  |   49  |  18  |  12  |    0.37    | 11 | 11 | 14 | 13 |  15 |  16 |  25 | 15 | 26 |     230     |    15    |   1.80   |     0.20    |  1.38  |   0.69  |  ibmq_prague   |
|   7378 |   4   |   35  |  8   |  5   |    0.23    | 4  | 7  | 9  | 6  |  7  |  5  |  3  | 7  | 1  |      81     |    15    |   2.00   |     0.11    |  1.33  |   0.67  | ibmq_rochester |
|   7379 |   11  |   11  |  7   |  10  |    0.64    | 5  | 3  | 4  | 2  |  2  |  1  |  5  | 2  | 3  |      60     |    14    |   0.64   |     1.00    |  0.64  |   0.62  | ibmq_manhattan |
|   7380 |   5   |   6   |  0   |  1   |    0.00    | 2  | 0  | 2  | 4  |  0  |  4  |  1  | 1  | 3  |      25     |    11    |   0.00   |     0.83    |  0.00  |   0.72  |  ibmq_sydney   |
|   7381 |   7   |   26  |  6   |  9   |    0.23    | 6  | 9  | 9  | 13 |  3  |  13 |  8  | 8  | 8  |     118     |    15    |   0.86   |     0.27    |  0.60  |   0.73  | ibmq_brooklyn  |
|   7382 |   8   |   40  |  13  |  12  |    0.33    | 13 | 13 | 17 | 12 |  18 |  8  |  13 | 11 | 11 |     177     |    15    |   1.62   |     0.20    |  1.00  |   0.72  | ibmq_marrakesh |
|   7383 |   7   |   38  |  13  |  9   |    0.34    | 9  | 12 | 18 | 13 |  8  |  13 |  8  | 11 | 11 |     152     |    15    |   1.86   |     0.18    |  1.30  |   0.74  | ibmq_marrakesh |
|   7384 |   8   |   38  |  19  |  14  |    0.50    | 6  | 12 | 10 | 11 |  13 |  9  |  11 | 7  | 13 |     160     |    15    |   2.38   |     0.21    |  1.27  |   0.66  | ibmq_singapore |
|   7385 |   7   |   11  |  2   |  5   |    0.18    | 8  | 3  | 0  | 1  |  1  |  1  |  5  | 3  | 3  |      44     |    14    |   0.29   |     0.64    |  0.33  |   0.68  | ibmq_singapore |
|   7386 |   10  |   13  |  6   |  2   |    0.46    | 4  | 7  | 9  | 5  |  7  |  6  |  6  | 3  | 3  |      77     |    15    |   0.60   |     0.77    |  2.00  |   0.68  |  ibmq_quebec   |
|   7387 |   11  |   43  |  13  |  22  |    0.30    | 18 | 9  | 20 | 23 |  12 |  15 |  15 | 13 | 16 |     227     |    15    |   1.18   |     0.26    |  0.57  |   0.72  |ibmq_sherbrooke |
|   7388 |   8   |   9   |  2   |  2   |    0.22    | 3  | 3  | 6  | 4  |  2  |  3  |  5  | 3  | 1  |      48     |    15    |   0.25   |     0.89    |  0.67  |   0.67  |ibmq_poughkeepsie|
|   7389 |   4   |   38  |  10  |  3   |    0.26    | 10 | 7  | 2  | 8  |  3  |  4  |  10 | 6  | 4  |      85     |    15    |   2.50   |     0.11    |  2.50  |   0.67  |  ibmq_toronto  |
|   7390 |   7   |   25  |  5   |  4   |    0.20    | 6  | 9  | 6  | 6  |  6  |  5  |  7  | 7  | 10 |      93     |    15    |   0.71   |     0.28    |  1.00  |   0.71  |ibmq_sherbrooke |
|   7391 |   11  |   34  |  14  |  12  |    0.41    | 18 | 13 | 18 | 13 |  14 |  9  |  14 | 13 | 14 |     198     |    15    |   1.27   |     0.32    |  1.08  |   0.70  | ibmq_peekskill |
|   7392 |   7   |   32  |  6   |  11  |    0.19    | 13 | 10 | 8  | 5  |  7  |  8  |  11 | 8  | 11 |     128     |    15    |   0.86   |     0.22    |  0.50  |   0.72  |ibmq_poughkeepsie|
|   7393 |   5   |   19  |  4   |  3   |    0.21    | 2  | 4  | 6  | 4  |  6  |  2  |  6  | 2  | 7  |      59     |    15    |   0.80   |     0.26    |  1.00  |   0.71  |  ibmq_quebec   |
|   7394 |   6   |   32  |  6   |  8   |    0.19    | 3  | 8  | 6  | 5  |  11 |  8  |  4  | 9  | 5  |      99     |    15    |   1.00   |     0.19    |  0.67  |   0.68  |ibmq_sherbrooke |
|   7395 |   4   |   26  |  4   |  5   |    0.15    | 3  | 3  | 3  | 4  |  3  |  5  |  7  | 4  | 5  |      63     |    15    |   1.00   |     0.15    |  0.67  |   0.67  |  ibmq_prague   |
|   7396 |   11  |   25  |  15  |  11  |    0.60    | 13 | 5  | 9  | 7  |  9  |  9  |  13 | 11 | 8  |     149     |    15    |   1.36   |     0.44    |  1.25  |   0.64  |  ibmq_prague   |
|   7397 |   8   |   47  |  16  |  14  |    0.34    | 13 | 14 | 18 | 11 |  13 |  16 |  22 | 8  | 10 |     198     |    15    |   2.00   |     0.17    |  1.07  |   0.70  | ibmq_marrakesh |
|   7398 |   4   |   18  |  4   |  1   |    0.22    | 2  | 4  | 3  | 2  |  2  |  4  |  3  | 5  | 2  |      44     |    15    |   1.00   |     0.22    |  2.00  |   0.64  |  ibmq_quebec   |
|   7399 |   9   |   12  |  4   |  6   |    0.33    | 4  | 6  | 7  | 4  |  5  |  1  |  3  | 2  | 3  |      63     |    15    |   0.44   |     0.75    |  0.57  |   0.65  |ibmq_sherbrooke |
|   7400 |   4   |   10  |  1   |  2   |    0.10    | 2  | 0  | 1  | 1  |  1  |  2  |  0  | 1  | 3  |      24     |    13    |   0.25   |     0.40    |  0.33  |   0.54  |ibmq_sherbrooke |
|   7401 |   11  |   16  |  5   |  6   |    0.31    | 6  | 4  | 8  | 4  |  6  |  4  |  6  | 6  | 5  |      85     |    15    |   0.45   |     0.69    |  0.71  |   0.65  |ibmq_sherbrooke |
|   7402 |   4   |   17  |  1   |  1   |    0.06    | 1  | 7  | 5  | 5  |  3  |  1  |  2  | 2  | 3  |      45     |    15    |   0.25   |     0.24    |  0.50  |   0.67  |  ibmq_london   |
|   7403 |   10  |   28  |  10  |  11  |    0.36    | 12 | 9  | 6  | 13 |  8  |  11 |  7  | 7  | 13 |     146     |    15    |   1.00   |     0.36    |  0.83  |   0.66  |  ibmq_quebec   |
|   7404 |   8   |   47  |  17  |  12  |    0.36    | 11 | 18 | 19 | 13 |  15 |  10 |  9  | 7  | 14 |     186     |    15    |   2.12   |     0.17    |  1.31  |   0.69  | ibmq_marrakesh |
|   7405 |   5   |   20  |  7   |  6   |    0.35    | 2  | 3  | 3  | 4  |  3  |  5  |  1  | 4  | 5  |      52     |    15    |   1.40   |     0.25    |  1.00  |   0.69  |  ibmq_manila   |
|   7406 |   8   |   30  |  11  |  11  |    0.37    | 9  | 8  | 10 | 6  |  4  |  9  |  6  | 11 | 7  |     120     |    15    |   1.38   |     0.27    |  0.92  |   0.68  | ibmq_marrakesh |
|   7407 |   8   |   35  |  13  |  14  |    0.37    | 4  | 15 | 11 | 15 |  7  |  8  |  12 | 10 | 14 |     151     |    15    |   1.62   |     0.23    |  0.87  |   0.73  | ibmq_marrakesh |
|   7408 |   7   |   22  |  4   |  6   |    0.18    | 10 | 4  | 7  | 4  |  7  |  7  |  7  | 3  | 3  |      87     |    15    |   0.57   |     0.32    |  0.57  |   0.67  |ibmq_sherbrooke |
|   7409 |   11  |   23  |  7   |  10  |    0.30    | 7  | 15 | 8  | 15 |  6  |  4  |  6  | 6  | 5  |     118     |    15    |   0.64   |     0.48    |  0.64  |   0.69  |  ibmq_mumbai   |
|   7410 |   4   |   16  |  1   |  4   |    0.06    | 5  | 1  | 4  | 1  |  1  |  3  |  3  | 2  | 2  |      38     |    15    |   0.25   |     0.25    |  0.20  |   0.68  | ibmq_rochester |
|   7411 |   8   |   20  |  5   |  4   |    0.25    | 10 | 9  | 6  | 4  |  4  |  5  |  5  | 5  | 6  |      88     |    15    |   0.62   |     0.40    |  1.00  |   0.66  |ibmq_sherbrooke |
|   7412 |   9   |   35  |  18  |  16  |    0.51    | 6  | 8  | 13 | 9  |  16 |  7  |  15 | 11 | 13 |     160     |    15    |   2.00   |     0.26    |  1.06  |   0.71  |  ibmq_prague   |
|   7413 |   5   |   8   |  0   |  4   |    0.00    | 0  | 4  | 3  | 2  |  1  |  2  |  1  | 0  | 1  |      27     |    12    |   0.00   |     0.62    |  0.00  |   0.67  |  ibmq_quebec   |
|   7414 |   11  |   36  |  23  |  20  |    0.64    | 16 | 14 | 15 | 12 |  12 |  17 |  14 | 10 | 18 |     208     |    15    |   2.09   |     0.31    |  1.10  |   0.71  | ibmq_singapore |
|   7415 |   6   |   28  |  12  |  11  |    0.43    | 12 | 8  | 7  | 3  |  7  |  5  |  4  | 2  | 5  |      94     |    15    |   2.00   |     0.21    |  1.00  |   0.68  |  ibmq_quebec   |
|   7416 |   9   |   32  |  19  |  14  |    0.59    | 12 | 12 | 14 | 7  |  13 |  4  |  8  | 13 | 11 |     156     |    15    |   2.11   |     0.28    |  1.27  |   0.69  |ibmq_sherbrooke |
|   7417 |   10  |   18  |  6   |  6   |    0.33    | 6  | 6  | 6  | 9  |  5  |  3  |  2  | 3  | 4  |      78     |    15    |   0.60   |     0.56    |  0.86  |   0.64  |  ibmq_toronto  |
|   7418 |   7   |   38  |  12  |  10  |    0.32    | 7  | 16 | 9  | 17 |  18 |  16 |  8  | 4  | 11 |     154     |    15    |   1.71   |     0.18    |  1.09  |   0.75  |ibmq_washington |
|   7419 |   4   |   34  |  6   |  8   |    0.18    | 5  | 6  | 8  | 2  |  5  |  4  |  1  | 6  | 3  |      77     |    15    |   1.50   |     0.12    |  0.67  |   0.62  |  ibmq_prague   |
|   7420 |   6   |   15  |  1   |  1   |    0.07    | 4  | 6  | 4  | 3  |  5  |  4  |  1  | 3  | 5  |      54     |    15    |   0.17   |     0.40    |  0.50  |   0.67  |   ibmq_perth   |
|   7421 |   8   |   44  |  19  |  14  |    0.43    | 9  | 15 | 16 | 14 |  8  |  18 |  9  | 13 | 18 |     184     |    15    |   2.38   |     0.18    |  1.27  |   0.73  |   ibmq_osaka   |
|   7422 |   10  |   37  |  12  |  11  |    0.32    | 12 | 10 | 18 | 17 |  7  |  14 |  8  | 12 | 13 |     174     |    15    |   1.20   |     0.27    |  1.00  |   0.70  |  ibmq_prague   |
|   7423 |   7   |   34  |  12  |  11  |    0.35    | 9  | 11 | 3  | 9  |  6  |  10 |  8  | 9  | 7  |     120     |    15    |   1.71   |     0.21    |  1.00  |   0.69  |  ibmq_prague   |
|   7424 |   7   |   13  |  5   |  4   |    0.38    | 2  | 2  | 1  | 2  |  6  |  5  |  8  | 6  | 0  |      55     |    14    |   0.71   |     0.54    |  1.00  |   0.65  | ibmq_peekskill |
|   7425 |   9   |   34  |  14  |  12  |    0.41    | 10 | 9  | 8  | 15 |  10 |  7  |  8  | 11 | 5  |     144     |    15    |   1.56   |     0.26    |  1.08  |   0.66  | ibmq_marrakesh |
|   7426 |   6   |   26  |  4   |  8   |    0.15    | 8  | 2  | 8  | 7  |  4  |  4  |  8  | 7  | 9  |      93     |    15    |   0.67   |     0.23    |  0.44  |   0.70  |  ibmq_quebec   |
|   7427 |   8   |   35  |  11  |  8   |    0.31    | 13 | 8  | 8  | 7  |  9  |  9  |  4  | 11 | 6  |     125     |    15    |   1.38   |     0.23    |  1.22  |   0.66  | ibmq_marrakesh |
|   7428 |   9   |   34  |  13  |  6   |    0.38    | 9  | 14 | 12 | 13 |  16 |  15 |  12 | 11 | 12 |     167     |    15    |   1.44   |     0.26    |  1.86  |   0.72  | ibmq_marrakesh |
|   7429 |   11  |   16  |  3   |  5   |    0.19    | 5  | 4  | 7  | 5  |  8  |  5  |  4  | 2  | 6  |      76     |    15    |   0.27   |     0.69    |  0.50  |   0.67  | ibmq_singapore |
|   7430 |   4   |   14  |  3   |  3   |    0.21    | 3  | 2  | 0  | 2  |  1  |  1  |  4  | 4  | 1  |      34     |    14    |   0.75   |     0.29    |  0.75  |   0.62  |  ibmq_manila   |
|   7431 |   8   |   22  |  6   |  4   |    0.27    | 8  | 5  | 5  | 3  |  4  |  4  |  3  | 1  | 10 |      78     |    15    |   0.75   |     0.36    |  1.20  |   0.60  |  ibmq_quebec   |
|   7432 |   11  |   21  |  7   |  7   |    0.33    | 5  | 5  | 13 | 12 |  12 |  8  |  9  | 12 | 10 |     129     |    15    |   0.64   |     0.52    |  0.88  |   0.72  |  ibmq_quebec   |
|   7433 |   4   |   44  |  4   |  5   |    0.09    | 4  | 12 | 5  | 8  |  5  |  2  |  5  | 5  | 10 |      95     |    15    |   1.00   |     0.09    |  0.67  |   0.64  | ibmq_singapore |
|   7434 |   10  |   35  |  17  |  7   |    0.49    | 12 | 12 | 15 | 14 |  8  |  9  |  15 | 8  | 12 |     165     |    15    |   1.70   |     0.29    |  2.12  |   0.68  |  ibmq_prague   |
|   7435 |   5   |   19  |  6   |  2   |    0.32    | 2  | 7  | 3  | 2  |  5  |  2  |  6  | 5  | 3  |      55     |    15    |   1.20   |     0.26    |  2.00  |   0.67  |ibmq_sherbrooke |
|   7436 |   9   |   22  |  9   |  10  |    0.41    | 5  | 5  | 13 | 4  |  9  |  6  |  6  | 10 | 8  |     105     |    15    |   1.00   |     0.41    |  0.82  |   0.72  |  ibmq_prague   |
|   7437 |   4   |   33  |  3   |  4   |    0.09    | 8  | 10 | 6  | 3  |  4  |  9  |  3  | 5  | 4  |      81     |    15    |   0.75   |     0.12    |  0.60  |   0.69  | ibmq_rochester |
|   7438 |   7   |   11  |  1   |  2   |    0.09    | 3  | 3  | 2  | 2  |  1  |  2  |  3  | 8  | 2  |      44     |    15    |   0.14   |     0.64    |  0.33  |   0.64  |  ibmq_mumbai   |
|   7439 |   11  |   48  |  17  |  11  |    0.35    | 23 | 21 | 12 | 17 |  18 |  18 |  24 | 18 | 28 |     260     |    15    |   1.55   |     0.23    |  1.42  |   0.73  | ibmq_marrakesh |
|   7440 |   10  |   42  |  18  |  18  |    0.43    | 15 | 15 | 20 | 15 |  16 |  9  |  8  | 7  | 25 |     207     |    15    |   1.80   |     0.24    |  0.95  |   0.71  |  ibmq_quebec   |
|   7441 |   9   |   34  |  13  |  7   |    0.38    | 11 | 10 | 9  | 10 |  11 |  13 |  12 | 10 | 14 |     158     |    15    |   1.44   |     0.26    |  1.62  |   0.68  |  ibmq_prague   |
|   7442 |   10  |   36  |  14  |  16  |    0.39    | 19 | 10 | 8  | 11 |  14 |  12 |  7  | 9  | 8  |     163     |    15    |   1.40   |     0.28    |  0.82  |   0.70  |  ibmq_quebec   |
|   7443 |   9   |   26  |  7   |  9   |    0.27    | 15 | 7  | 7  | 9  |  10 |  8  |  10 | 8  | 5  |     121     |    15    |   0.78   |     0.35    |  0.70  |   0.73  |  ibmq_toronto  |
|   7444 |   6   |   21  |  8   |  5   |    0.38    | 3  | 8  | 2  | 6  |  5  |  6  |  3  | 2  | 3  |      69     |    15    |   1.33   |     0.29    |  1.33  |   0.62  |  ibmq_prague   |
|   7445 |   11  |   29  |  15  |  12  |    0.52    | 5  | 10 | 18 | 7  |  13 |  7  |  10 | 17 | 13 |     158     |    15    |   1.36   |     0.38    |  1.15  |   0.71  |ibmq_sherbrooke |
|   7446 |   11  |   16  |  3   |  6   |    0.19    | 3  | 5  | 9  | 3  |  8  |  7  |  5  | 5  | 5  |      88     |    15    |   0.27   |     0.69    |  0.43  |   0.64  | ibmq_rochester |
|   7447 |   7   |   29  |  7   |  13  |    0.24    | 6  | 10 | 8  | 11 |  6  |  10 |  8  | 10 | 9  |     121     |    15    |   1.00   |     0.24    |  0.50  |   0.75  | ibmq_rochester |
|   7448 |   7   |   39  |  12  |  14  |    0.31    | 7  | 14 | 15 | 14 |  11 |  17 |  9  | 12 | 9  |     161     |    15    |   1.71   |     0.18    |  0.80  |   0.76  |ibmq_sherbrooke |
|   7449 |   10  |   42  |  16  |  13  |    0.38    | 11 | 18 | 9  | 12 |  10 |  13 |  14 | 10 | 15 |     187     |    15    |   1.60   |     0.24    |  1.14  |   0.67  |ibmq_sherbrooke |
|   7450 |   7   |   12  |  5   |  1   |    0.42    | 4  | 1  | 3  | 3  |  1  |  7  |  1  | 1  | 6  |      45     |    15    |   0.71   |     0.58    |  2.50  |   0.62  |   ibmq_paris   |
|   7451 |   8   |   35  |  12  |  11  |    0.34    | 7  | 11 | 13 | 2  |  10 |  8  |  3  | 10 | 9  |     132     |    15    |   1.50   |     0.23    |  1.00  |   0.64  | ibmq_peekskill |
