+----------+-------+-------+------+------+------------+----+----+----+----+-----+-----+-----+----+----+-------------+----------+----------+-------------+--------+---------+----------------+
|Circuit # | Qubits| Depth |  CX  |  U3  | Ent. Ratio | X  | Y  | Z  | H  |  RX |  RY |  RZ | S  | T  | Total Gates |Diversity | CX/Qubit | Width/Depth | CX/U3  | 1Q Ratio| Best Simulator |
|   1110   |   5   |   36  |  13  |  7   |    0.36    | 10 | 7  | 6  | 11 |  6  |  7  |  9  | 8  | 7  |     109     |    15    |   2.60   |     0.14    |  1.62  |   0.72  | ibmq_peekskill |
|   1111   |   6   |   17  |  4   |  3   |    0.24    | 6  | 5  | 5  | 6  |  4  |  3  |  1  | 3  | 3  |      57     |    15    |   0.67   |     0.35    |  1.00  |   0.68  |  ibmq_toronto  |
|   1112   |   7   |   17  |  7   |  2   |    0.41    | 7  | 6  | 4  | 3  |  5  |  3  |  2  | 3  | 4  |      62     |    15    |   1.00   |     0.41    |  2.33  |   0.63  |ibmq_poughkeepsie|
|   1113   |   9   |   15  |  7   |  8   |    0.47    | 4  | 3  | 7  | 5  |  4  |  4  |  0  | 6  | 4  |      70     |    14    |   0.78   |     0.60    |  0.78  |   0.64  |  ibmq_quebec   |
|   1114   |   5   |   32  |  6   |  5   |    0.19    | 7  | 8  | 5  | 11 |  7  |  5  |  6  | 6  | 4  |      90     |    15    |   1.20   |     0.16    |  1.00  |   0.71  |  ibmq_mumbai   |
|   1115   |   5   |   24  |  2   |  6   |    0.08    | 5  | 5  | 3  | 6  |  2  |  4  |  6  | 4  | 2  |      66     |    15    |   0.40   |     0.21    |  0.29  |   0.65  | ibmq_peekskill |
|   1116   |   6   |   19  |  4   |  5   |    0.21    | 4  | 2  | 5  | 2  |  2  |  6  |  7  | 4  | 6  |      67     |    15    |   0.67   |     0.32    |  0.67  |   0.64  | ibmq_brooklyn  |
|   1117   |   11  |   38  |  15  |  14  |    0.39    | 13 | 23 | 14 | 13 |  20 |  12 |  7  | 10 | 12 |     197     |    15    |   1.36   |     0.29    |  1.00  |   0.70  |ibmq_washington |
|   1118   |   11  |   29  |  15  |  17  |    0.52    | 10 | 11 | 9  | 11 |  12 |  10 |  7  | 11 | 14 |     161     |    15    |   1.36   |     0.38    |  0.83  |   0.70  |   ibmq_osaka   |
|   1119   |   4   |   21  |  6   |  6   |    0.29    | 2  | 1  | 4  | 2  |  5  |  2  |  1  | 4  | 3  |      48     |    15    |   1.50   |     0.19    |  0.86  |   0.62  |   ibmq_oslo    |
|   1120   |   11  |   42  |  15  |  16  |    0.36    | 20 | 18 | 22 | 21 |  10 |  9  |  14 | 12 | 13 |     212     |    15    |   1.36   |     0.26    |  0.88  |   0.73  |  ibmq_toronto  |
|   1121   |   7   |   13  |  4   |  6   |    0.31    | 3  | 4  | 2  | 3  |  3  |  3  |  5  | 1  | 3  |      52     |    15    |   0.57   |     0.54    |  0.57  |   0.63  | ibmq_brooklyn  |
|   1122   |   6   |   46  |  11  |  12  |    0.24    | 6  | 9  | 6  | 11 |  16 |  8  |  15 | 13 | 6  |     152     |    15    |   1.83   |     0.13    |  0.85  |   0.67  |  ibmq_prague   |
|   1123   |   7   |   34  |  13  |  8   |    0.38    | 8  | 6  | 11 | 9  |  8  |  9  |  8  | 12 | 5  |     121     |    15    |   1.86   |     0.21    |  1.44  |   0.69  | ibmq_rochester |
|   1124   |   10  |   10  |  5   |  3   |    0.50    | 2  | 5  | 6  | 2  |  3  |  2  |  6  | 2  | 5  |      59     |    15    |   0.50   |     1.00    |  1.25  |   0.61  |  ibmq_prague   |
|   1125   |   9   |   34  |  11  |  12  |    0.32    | 14 | 14 | 11 | 10 |  9  |  6  |  13 | 11 | 11 |     155     |    15    |   1.22   |     0.26    |  0.85  |   0.72  |ibmq_sherbrooke |
|   1126   |   5   |   35  |  9   |  6   |    0.26    | 12 | 8  | 7  | 11 |  7  |  2  |  7  | 7  | 5  |     100     |    15    |   1.80   |     0.14    |  1.29  |   0.72  |  ibmq_prague   |
|   1127   |   11  |   10  |  1   |  3   |    0.10    | 5  | 4  | 5  | 2  |  2  |  7  |  2  | 7  | 4  |      66     |    15    |   0.09   |     1.10    |  0.25  |   0.62  | ibmq_manhattan |
|   1128   |   8   |   43  |  20  |  15  |    0.47    | 12 | 10 | 10 | 9  |  11 |  9  |  13 | 10 | 17 |     176     |    15    |   2.50   |     0.19    |  1.25  |   0.66  |   ibmq_osaka   |
|   1129   |   10  |   29  |  13  |  12  |    0.45    | 6  | 9  | 8  | 13 |  5  |  9  |  12 | 10 | 8  |     136     |    15    |   1.30   |     0.34    |  1.00  |   0.68  |  ibmq_mumbai   |
|   1130   |   9   |   24  |  10  |  10  |    0.42    | 4  | 9  | 10 | 9  |  15 |  8  |  9  | 10 | 4  |     122     |    15    |   1.11   |     0.38    |  0.91  |   0.72  |ibmq_washington |
|   1131   |   4   |   29  |  9   |  4   |    0.31    | 3  | 1  | 4  | 3  |  8  |  7  |  3  | 5  | 5  |      64     |    15    |   2.25   |     0.14    |  1.80  |   0.67  | ibmq_manhattan |
|   1132   |   7   |   41  |  16  |  8   |    0.39    | 14 | 6  | 3  | 15 |  8  |  9  |  15 | 9  | 11 |     148     |    15    |   2.29   |     0.17    |  1.78  |   0.66  |ibmq_sherbrooke |
|   1133   |   8   |   53  |  16  |  11  |    0.30    | 16 | 14 | 12 | 17 |  11 |  13 |  16 | 21 | 15 |     203     |    15    |   2.00   |     0.15    |  1.33  |   0.72  | ibmq_marrakesh |
|   1134   |   8   |   44  |  17  |  10  |    0.39    | 12 | 16 | 18 | 9  |  15 |  8  |  13 | 11 | 12 |     179     |    15    |   2.12   |     0.18    |  1.55  |   0.69  | ibmq_manhattan |
|   1135   |   8   |   25  |  7   |  5   |    0.28    | 5  | 12 | 7  | 9  |  10 |  5  |  4  | 6  | 7  |     103     |    15    |   0.88   |     0.32    |  1.17  |   0.68  | ibmq_marrakesh |
|   1136   |   6   |   10  |  1   |  1   |    0.10    | 2  | 2  | 1  | 3  |  2  |  4  |  0  | 5  | 2  |      35     |    14    |   0.17   |     0.60    |  0.50  |   0.63  |   ibmq_osaka   |
|   1137   |   5   |   24  |  8   |  6   |    0.33    | 5  | 5  | 4  | 4  |  4  |  5  |  6  | 2  | 5  |      68     |    15    |   1.60   |     0.21    |  1.14  |   0.68  |  ibmq_sydney   |
|   1138   |   6   |   11  |  3   |  5   |    0.27    | 4  | 2  | 1  | 1  |  1  |  3  |  1  | 0  | 2  |      36     |    14    |   0.50   |     0.55    |  0.50  |   0.56  |  ibmq_sydney   |
|   1139   |   10  |   49  |  25  |  9   |    0.51    | 15 | 19 | 19 | 21 |  14 |  9  |  14 | 16 | 15 |     225     |    15    |   2.50   |     0.20    |  2.50  |   0.67  |  ibmq_prague   |
|   1140   |   4   |   16  |  3   |  2   |    0.19    | 1  | 1  | 3  | 2  |  8  |  2  |  1  | 1  | 3  |      37     |    15    |   0.75   |     0.25    |  1.00  |   0.65  | ibmq_melbourne |
|   1141   |   4   |   28  |  4   |  5   |    0.14    | 3  | 7  | 7  | 4  |  8  |  5  |  1  | 7  | 5  |      72     |    15    |   1.00   |     0.14    |  0.67  |   0.72  |  ibmq_quebec   |
|   1142   |   7   |   36  |  12  |  12  |    0.33    | 8  | 11 | 13 | 11 |  10 |  6  |  5  | 6  | 7  |     125     |    15    |   1.71   |     0.19    |  0.92  |   0.71  | ibmq_marrakesh |
|   1143   |   7   |   26  |  9   |  6   |    0.35    | 4  | 8  | 8  | 9  |  12 |  12 |  9  | 4  | 5  |     108     |    15    |   1.29   |     0.27    |  1.29  |   0.71  | ibmq_marrakesh |
|   1144   |   7   |   46  |  19  |  11  |    0.41    | 7  | 9  | 17 | 10 |  18 |  7  |  8  | 6  | 16 |     159     |    15    |   2.71   |     0.15    |  1.58  |   0.69  | ibmq_peekskill |
|   1145   |   6   |   44  |  12  |  14  |    0.27    | 13 | 12 | 11 | 8  |  13 |  13 |  11 | 10 | 9  |     160     |    15    |   2.00   |     0.14    |  0.80  |   0.71  | ibmq_singapore |
|   1146   |   4   |   42  |  9   |  10  |    0.21    | 5  | 9  | 9  | 7  |  5  |  6  |  5  | 7  | 5  |      97     |    15    |   2.25   |     0.10    |  0.82  |   0.70  |  ibmq_sydney   |
|   1147   |   5   |   29  |  4   |  7   |    0.14    | 11 | 13 | 15 | 9  |  4  |  1  |  6  | 6  | 7  |     100     |    15    |   0.80   |     0.17    |  0.50  |   0.79  |  ibmq_jakarta  |
|   1148   |   9   |   31  |  6   |  7   |    0.19    | 7  | 11 | 10 | 9  |  8  |  13 |  11 | 14 | 14 |     146     |    15    |   0.67   |     0.29    |  0.75  |   0.71  |ibmq_sherbrooke |
|   1149   |   4   |   37  |  4   |  3   |    0.11    | 9  | 7  | 7  | 6  |  2  |  7  |  7  | 4  | 7  |      83     |    15    |   1.00   |     0.11    |  1.00  |   0.71  |   ibmq_perth   |
|   1150   |   10  |   49  |  17  |  19  |    0.35    | 16 | 23 | 11 | 11 |  15 |  15 |  19 | 13 | 20 |     236     |    15    |   1.70   |     0.20    |  0.85  |   0.69  | ibmq_marrakesh |
|   1151   |   9   |   16  |  9   |  13  |    0.56    | 4  | 10 | 7  | 5  |  4  |  4  |  4  | 3  | 10 |      90     |    15    |   1.00   |     0.56    |  0.64  |   0.71  |ibmq_washington |
|   1152   |   7   |   25  |  7   |  11  |    0.28    | 6  | 6  | 4  | 6  |  4  |  7  |  8  | 10 | 7  |     101     |    15    |   1.00   |     0.28    |  0.58  |   0.68  |   ibmq_osaka   |
|   1153   |   11  |   38  |  14  |  15  |    0.37    | 17 | 19 | 15 | 23 |  11 |  12 |  16 | 11 | 10 |     199     |    15    |   1.27   |     0.29    |  0.88  |   0.75  |  ibmq_prague   |
|   1154   |   11  |   29  |  13  |  4   |    0.45    | 5  | 11 | 10 | 9  |  8  |  5  |  8  | 9  | 9  |     123     |    15    |   1.18   |     0.38    |  2.60  |   0.63  |  ibmq_quebec   |
|   1155   |   9   |   22  |  8   |  8   |    0.36    | 5  | 7  | 9  | 5  |  6  |  10 |  8  | 8  | 9  |     106     |    15    |   0.89   |     0.41    |  0.89  |   0.71  | ibmq_peekskill |
|   1156   |   7   |   10  |  3   |  4   |    0.30    | 4  | 3  | 1  | 3  |  3  |  3  |  0  | 3  | 4  |      44     |    14    |   0.43   |     0.70    |  0.60  |   0.64  |   ibmq_perth   |
|   1157   |   6   |   36  |  7   |  7   |    0.19    | 5  | 9  | 9  | 9  |  10 |  4  |  7  | 7  | 8  |     109     |    15    |   1.17   |     0.17    |  0.88  |   0.69  |  ibmq_prague   |
|   1158   |   10  |   25  |  9   |  8   |    0.36    | 13 | 11 | 3  | 7  |  8  |  3  |  9  | 7  | 8  |     117     |    15    |   0.90   |     0.40    |  1.00  |   0.66  | ibmq_peekskill |
|   1159   |   5   |   20  |  6   |  3   |    0.30    | 4  | 3  | 4  | 4  |  4  |  4  |  2  | 4  | 6  |      57     |    15    |   1.20   |     0.25    |  1.50  |   0.67  |   ibmq_perth   |
|   1160   |   9   |   36  |  16  |  11  |    0.44    | 14 | 17 | 13 | 13 |  19 |  13 |  16 | 10 | 11 |     187     |    15    |   1.78   |     0.25    |  1.33  |   0.73  | ibmq_marrakesh |
|   1161   |   4   |   50  |  6   |  9   |    0.12    | 6  | 8  | 4  | 7  |  8  |  6  |  6  | 8  | 8  |     104     |    15    |   1.50   |     0.08    |  0.60  |   0.67  |   ibmq_osaka   |
|   1162   |   5   |   41  |  11  |  7   |    0.27    | 10 | 6  | 7  | 7  |  9  |  6  |  4  | 4  | 7  |     102     |    15    |   2.20   |     0.12    |  1.38  |   0.66  |   ibmq_osaka   |
|   1163   |   9   |   28  |  10  |  10  |    0.36    | 8  | 7  | 13 | 11 |  9  |  10 |  13 | 13 | 13 |     150     |    15    |   1.11   |     0.32    |  0.91  |   0.71  |   ibmq_osaka   |
|   1164   |   4   |   36  |  10  |  4   |    0.28    | 2  | 2  | 3  | 9  |  9  |  10 |  4  | 4  | 5  |      82     |    15    |   2.50   |     0.11    |  2.00  |   0.63  | ibmq_peekskill |
|   1165   |   11  |   49  |  14  |  22  |    0.29    | 21 | 17 | 12 | 15 |  14 |  20 |  19 | 26 | 25 |     268     |    15    |   1.27   |     0.22    |  0.61  |   0.71  | ibmq_singapore |
|   1166   |   9   |   14  |  4   |  6   |    0.29    | 1  | 6  | 6  | 5  |  4  |  3  |  9  | 3  | 3  |      69     |    15    |   0.44   |     0.64    |  0.57  |   0.67  | ibmq_montreal  |
|   1167   |   6   |   21  |  7   |  4   |    0.33    | 3  | 3  | 4  | 3  |  6  |  2  |  3  | 1  | 6  |      57     |    15    |   1.17   |     0.29    |  1.40  |   0.61  |ibmq_poughkeepsie|
|   1168   |   7   |   28  |  8   |  5   |    0.29    | 5  | 4  | 5  | 10 |  7  |  6  |  2  | 9  | 7  |      90     |    15    |   1.14   |     0.25    |  1.33  |   0.67  | ibmq_rochester |
|   1169   |   4   |   20  |  5   |  2   |    0.25    | 2  | 3  | 1  | 6  |  1  |  4  |  0  | 3  | 3  |      41     |    14    |   1.25   |     0.20    |  1.67  |   0.61  |ibmq_poughkeepsie|
|   1170   |   5   |   17  |  3   |  5   |    0.18    | 2  | 5  | 2  | 4  |  3  |  5  |  4  | 3  | 0  |      49     |    14    |   0.60   |     0.29    |  0.50  |   0.67  |  ibmq_quebec   |
|   1171   |   10  |   13  |  5   |  7   |    0.38    | 1  | 3  | 4  | 2  |  4  |  4  |  4  | 4  | 2  |      59     |    15    |   0.50   |     0.77    |  0.62  |   0.59  |  ibmq_toronto  |
|   1172   |   11  |   13  |  5   |  2   |    0.38    | 6  | 4  | 10 | 2  |  3  |  6  |  4  | 5  | 6  |      72     |    15    |   0.45   |     0.85    |  1.67  |   0.67  |  ibmq_sydney   |
|   1173   |   5   |   16  |  3   |  1   |    0.19    | 1  | 2  | 3  | 4  |  3  |  4  |  7  | 4  | 2  |      47     |    15    |   0.60   |     0.31    |  1.50  |   0.66  |  ibmq_quebec   |
|   1174   |   6   |   35  |  10  |  12  |    0.29    | 6  | 7  | 10 | 14 |  8  |  7  |  10 | 7  | 3  |     118     |    15    |   1.67   |     0.17    |  0.77  |   0.71  |ibmq_poughkeepsie|
|   1175   |   7   |   30  |  11  |  7   |    0.37    | 8  | 12 | 12 | 5  |  11 |  6  |  7  | 9  | 8  |     115     |    15    |   1.57   |     0.23    |  1.38  |   0.74  | ibmq_singapore |
|   1176   |   10  |   27  |  10  |  7   |    0.37    | 7  | 8  | 6  | 10 |  10 |  9  |  6  | 18 | 12 |     137     |    15    |   1.00   |     0.37    |  1.25  |   0.68  |  ibmq_prague   |
|   1177   |   11  |   41  |  20  |  17  |    0.49    | 19 | 17 | 16 | 20 |  17 |  20 |  23 | 19 | 11 |     245     |    15    |   1.82   |     0.27    |  1.11  |   0.73  |  ibmq_prague   |
|   1178   |   6   |   14  |  2   |  1   |    0.14    | 3  | 1  | 2  | 2  |  4  |  2  |  4  | 6  | 5  |      47     |    15    |   0.33   |     0.43    |  1.00  |   0.64  |ibmq_sherbrooke |
|   1179   |   9   |   40  |  18  |  12  |    0.45    | 12 | 19 | 19 | 13 |  14 |  13 |  16 | 11 | 13 |     189     |    15    |   2.00   |     0.23    |  1.38  |   0.75  | ibmq_singapore |
|   1180   |   4   |   28  |  5   |  5   |    0.18    | 7  | 3  | 4  | 7  |  4  |  9  |  4  | 3  | 6  |      70     |    15    |   1.25   |     0.14    |  0.83  |   0.74  |  ibmq_prague   |
|   1181   |   4   |   23  |  2   |  2   |    0.09    | 5  | 2  | 5  | 1  |  8  |  6  |  3  | 3  | 3  |      56     |    15    |   0.50   |     0.17    |  0.67  |   0.68  |  ibmq_london   |
|   1182   |   10  |   53  |  26  |  14  |    0.49    | 22 | 25 | 15 | 12 |  18 |  17 |  20 | 22 | 13 |     256     |    15    |   2.60   |     0.19    |  1.73  |   0.70  |  ibmq_quebec   |
|   1183   |   4   |   14  |  3   |  2   |    0.21    | 3  | 0  | 3  | 5  |  1  |  1  |  3  | 0  | 1  |      32     |    13    |   0.75   |     0.29    |  1.00  |   0.59  |   ibmq_lima    |
|   1184   |   6   |   38  |  13  |  12  |    0.34    | 7  | 10 | 8  | 5  |  9  |  8  |  9  | 8  | 11 |     121     |    15    |   2.17   |     0.16    |  1.00  |   0.72  |ibmq_washington |
|   1185   |   6   |   22  |  3   |  5   |    0.14    | 4  | 3  | 4  | 1  |  4  |  7  |  1  | 9  | 4  |      64     |    15    |   0.50   |     0.27    |  0.50  |   0.66  |   ibmq_oslo    |
|   1186   |   10  |   20  |  6   |  3   |    0.30    | 5  | 1  | 6  | 6  |  7  |  6  |  7  | 6  | 9  |      88     |    15    |   0.60   |     0.50    |  1.50  |   0.64  |   ibmq_osaka   |
|   1187   |   9   |   37  |  6   |  9   |    0.16    | 8  | 12 | 13 | 13 |  9  |  13 |  10 | 10 | 12 |     149     |    15    |   0.67   |     0.24    |  0.60  |   0.73  |ibmq_poughkeepsie|
|   1188   |   4   |   43  |  14  |  6   |    0.33    | 4  | 5  | 9  | 7  |  10 |  7  |  5  | 9  | 8  |     107     |    15    |   3.50   |     0.09    |  2.00  |   0.65  |  ibmq_sydney   |
|   1189   |   11  |   24  |  10  |  6   |    0.42    | 7  | 8  | 2  | 5  |  13 |  10 |  6  | 10 | 8  |     111     |    15    |   0.91   |     0.46    |  1.43  |   0.68  | ibmq_manhattan |
|   1190   |   11  |   43  |  17  |  23  |    0.40    | 12 | 12 | 24 | 17 |  19 |  19 |  22 | 13 | 18 |     250     |    15    |   1.55   |     0.26    |  0.71  |   0.72  |ibmq_sherbrooke |
|   1191   |   9   |   42  |  13  |  11  |    0.31    | 11 | 21 | 12 | 19 |  22 |  11 |  16 | 12 | 13 |     198     |    15    |   1.44   |     0.21    |  1.08  |   0.75  | ibmq_marrakesh |
|   1192   |   11  |   50  |  21  |  20  |    0.42    | 10 | 14 | 14 | 21 |  19 |  14 |  20 | 20 | 21 |     250     |    15    |   1.91   |     0.22    |  1.00  |   0.69  |   ibmq_osaka   |
|   1193   |   5   |   15  |  2   |  5   |    0.13    | 4  | 4  | 3  | 1  |  8  |  2  |  2  | 4  | 3  |      49     |    15    |   0.40   |     0.33    |  0.33  |   0.73  |   ibmq_belem   |
|   1194   |   8   |   45  |  22  |  11  |    0.49    | 15 | 7  | 11 | 9  |  15 |  8  |  12 | 12 | 10 |     170     |    15    |   2.75   |     0.18    |  1.83  |   0.65  | ibmq_peekskill |
|   1195   |   6   |   31  |  7   |  10  |    0.23    | 7  | 7  | 11 | 15 |  5  |  5  |  10 | 4  | 7  |     114     |    15    |   1.17   |     0.19    |  0.64  |   0.71  |  ibmq_mumbai   |
|   1196   |   11  |   30  |  13  |  18  |    0.43    | 20 | 6  | 10 | 11 |  12 |  8  |  10 | 10 | 17 |     175     |    15    |   1.18   |     0.37    |  0.68  |   0.70  | ibmq_peekskill |
|   1197   |   4   |   28  |  8   |  4   |    0.29    | 7  | 3  | 7  | 1  |  3  |  3  |  4  | 7  | 3  |      66     |    15    |   2.00   |     0.14    |  1.60  |   0.64  |ibmq_sherbrooke |
|   1198   |   9   |   39  |  16  |  15  |    0.41    | 16 | 11 | 13 | 10 |  16 |  17 |  9  | 20 | 15 |     195     |    15    |   1.78   |     0.23    |  1.00  |   0.73  |   ibmq_osaka   |
|   1199   |   9   |   17  |  5   |  7   |    0.29    | 4  | 4  | 4  | 6  |  4  |  10 |  2  | 2  | 7  |      80     |    15    |   0.56   |     0.53    |  0.62  |   0.62  | ibmq_peekskill |
|   1200   |   11  |   30  |  10  |  9   |    0.33    | 9  | 17 | 11 | 10 |  7  |  13 |  12 | 10 | 13 |     157     |    15    |   0.91   |     0.37    |  1.00  |   0.71  |  ibmq_prague   |
|   1201   |   4   |   18  |  5   |  1   |    0.28    | 2  | 1  | 4  | 4  |  2  |  1  |  7  | 3  | 7  |      48     |    15    |   1.25   |     0.22    |  2.50  |   0.67  |ibmq_washington |
|   1202   |   6   |   22  |  5   |  4   |    0.23    | 6  | 4  | 7  | 5  |  11 |  2  |  6  | 8  | 3  |      81     |    15    |   0.83   |     0.27    |  1.00  |   0.69  |  ibmq_prague   |
|   1203   |   11  |   33  |  17  |  11  |    0.52    | 18 | 14 | 11 | 16 |  10 |  12 |  19 | 17 | 15 |     199     |    15    |   1.55   |     0.33    |  1.42  |   0.72  | ibmq_melbourne |
|   1204   |   5   |   23  |  4   |  6   |    0.17    | 2  | 7  | 7  | 4  |  5  |  10 |  1  | 6  | 4  |      71     |    15    |   0.80   |     0.22    |  0.57  |   0.73  | ibmq_santiago  |
|   1205   |   11  |   33  |  15  |  15  |    0.45    | 9  | 18 | 8  | 12 |  17 |  15 |  8  | 11 | 10 |     180     |    15    |   1.36   |     0.33    |  0.94  |   0.68  | ibmq_marrakesh |
|   1206   |   10  |   16  |  6   |  3   |    0.38    | 2  | 5  | 5  | 6  |  3  |  5  |  8  | 8  | 4  |      78     |    15    |   0.60   |     0.62    |  1.50  |   0.63  |  ibmq_sydney   |
|   1207   |   10  |   31  |  7   |  11  |    0.23    | 13 | 5  | 11 | 11 |  13 |  9  |  7  | 9  | 9  |     141     |    15    |   0.70   |     0.32    |  0.58  |   0.70  |ibmq_sherbrooke |
|   1208   |   8   |   14  |  3   |  4   |    0.21    | 6  | 5  | 4  | 2  |  7  |  5  |  4  | 4  | 5  |      69     |    15    |   0.38   |     0.57    |  0.60  |   0.67  | ibmq_singapore |
|   1209   |   11  |   44  |  18  |  13  |    0.41    | 16 | 24 | 17 | 21 |  9  |  15 |  13 | 21 | 15 |     227     |    15    |   1.64   |     0.25    |  1.29  |   0.72  |   ibmq_paris   |
|   1210   |   6   |   20  |  5   |  7   |    0.25    | 5  | 4  | 6  | 0  |  7  |  4  |  7  | 3  | 5  |      71     |    14    |   0.83   |     0.30    |  0.62  |   0.68  | ibmq_singapore |
|   1211   |   4   |   41  |  10  |  6   |    0.24    | 7  | 7  | 4  | 8  |  11 |  3  |  4  | 4  | 5  |      88     |    15    |   2.50   |     0.10    |  1.43  |   0.67  | ibmq_peekskill |
|   1212   |   7   |   25  |  8   |  3   |    0.32    | 6  | 9  | 4  | 11 |  4  |  4  |  8  | 3  | 6  |      87     |    15    |   1.14   |     0.28    |  2.00  |   0.67  | ibmq_singapore |
|   1213   |   9   |   31  |  14  |  10  |    0.45    | 8  | 8  | 15 | 12 |  11 |  6  |  15 | 9  | 16 |     152     |    15    |   1.56   |     0.29    |  1.27  |   0.72  |  ibmq_prague   |
|   1214   |   5   |   32  |  6   |  9   |    0.19    | 6  | 7  | 7  | 3  |  6  |  8  |  6  | 3  | 7  |      89     |    15    |   1.20   |     0.16    |  0.60  |   0.70  |  ibmq_london   |
|   1215   |   9   |   16  |  6   |  5   |    0.38    | 6  | 7  | 6  | 9  |  6  |  9  |  3  | 7  | 5  |      88     |    15    |   0.67   |     0.56    |  1.00  |   0.72  | ibmq_rochester |
|   1216   |   9   |   18  |  2   |  5   |    0.11    | 6  | 5  | 6  | 2  |  9  |  3  |  9  | 3  | 7  |      82     |    15    |   0.22   |     0.50    |  0.33  |   0.67  |ibmq_sherbrooke |
|   1217   |   9   |   40  |  4   |  15  |    0.10    | 9  | 10 | 8  | 16 |  8  |  15 |  10 | 13 | 15 |     171     |    15    |   0.44   |     0.23    |  0.25  |   0.70  | ibmq_montreal  |
